tags,pt-br,es,en,ru,de,status
pronto.met.li.2,No próximo passo você poderá marcar sua data para parar.,En el siguiente paso usted puede seleccionar su fecha para dejar de fumar.,In the next step you will be able to set your quit date.,В следующем пункте Вы сможете сами выбрать дату прекращения курить.,"Im nächsten Schritt können Sie ein Datum festlegen, an dem Sie aufhören.",ok
pronto.met.li.3,Alguns fumantes preferem estabelecer uma data de parada.,Algunos fumadores prefieren establecer una fecha para dejar de fumar.,Some smoker like to set a quit date.,Некоторые курильщики любят установить дату прекращения.,Einige Raucher legen lieber ein fixes Datum für Ihren Rauchstopp fest. ,ok
pronto.met.h2.2,Parar aos poucos,Parar gradualmente,Stopping slowly,Прекращение медленно,Schritt für Schritt aufhören,ok
pronto.met.li.4,Parar aos poucos significa diminuir o número de cigarros fumados por dia até parar totalmente.,"Parar gradualmente significa disminuir el número de cigarrillos fumados por día, hasta parar por completo.",Stopping slowly means diminishing the number of cigarettes smoked per day until you get to zero.,"Прекращение медленно - это значит уменьшение количества сигарет, выкуриваемых за день, до тех пор, пока Вы не дойдете ду нуля.","Schritt für Schritt aufhören bedeutet, täglich die Anzahl der gerauchten Zigaretten zu verringern bis man komplett ohne Zigarette auskommt.",ok
pronto.met.li.5,Não existe nível seguro para o uso de cigarros.,No existe un nivel seguro seguro para el uso de cigarrillos.,Keep in mind: there is no safe level for cigarette smoking,Помните: не существует уровня безопасного курения.,Die alleinige Reduzierung der gerauchten Zigaretten bedeutet keineswegs Besserungen.,ok
pronto.met.li.6,Você deve parar totalmente até 2 semanas após começar a parar aos poucos.,Usted debe parar totalmente hasta 2 semanas después de dejar de fumar gradualmente.,"In order to get the health effects of quitting, you should totally stop smoking at some date--within 2 weeks--after starting to quit gradually.","Чтобы получить позитивное влияние на здоровье, Вы должны полностью прекратить курить в какой-то день - в течении двух недель - после начала постепенного уменьшения количества выкуренных сигарет.",Nach zwei Wochen sollten Sie das Rauchen komplett eingestellt haben.,ok
pronto.met.li.7,Qualquer número de cigarros fumados apresenta riscos a sua saúde.,Cualquier número de cigarrillos fumados presenta riesgos para su salud.,Keep in mind: any number of smoked cigarettes causes harms to your health.,Помните: любое количество выкуренных сигарет вредит Вашему здоровью.,Jegliche Anzahl an gerauchten Zigaretten birgt ein Gesundheitsrisiko.,ok
pronto.met.li.8,"Na próxima etapa, você poderá indicar uma data em que terá parado totalmente.","En la próxima etapa, usted podera indicar una fecha en que habrá dejado de fumar por completo.","In the next step, consider setting a quit date.",В следующем пункте постарайтесь выбрать дату прекращения курить.,"Im nächsten Schritt sollten Sie ein Datum festlegen, an dem Sie komplett mit dem Rauchen aufgehört haben werden.",ok
pronto.met.next.p,Escolha uma data para o grande dia de parar de fumar.,Elija una fecha para el gran día en que dejará de fumar.,Set a date for the great day of quit smoking.,Установить дату прекращения курить.,"Legen Sie ein Datum fest, an dem Sie endgültig mit dem Rauchen aufhören.",ok
pronto.met.btn.title,Data para parar,Fecha para dejar de fumar,Set a quit date,Установить дату прекращения,Datum für den Rauchstopp,ok
###################################,,,,,,ok
# SET A QUIT A DATE,,,,,,ok
###################################,,,,,,ok
pronto.data.titlepage,Marcar a data de parar de fumar,Fije una fecha para dejar de fumar,Set your quit date,Установить Вашу дату прекращения,Festlegen eines Datums für den Rauchstopp,ok
pronto.data.img.title,Parar de fumar uma vez é melhor,Dejar de fumar de inmediato es mejor,Remember: stopping smoking at once is better,Помните: прекращение курить резко - это лучше!,Sofort aufhören zu rauchen ist besser,ok
pronto.data.h1.1,Data para parar,Fecha para dejar de fumar,Set your quit date,Установить Вашу дату прекращения,Datum zum Aufhören,ok
pronto.data.p.1,Nós já deixamos definido como hoje o dia de parar de fumar.,Nosotros ya dejamos hoy definido el día para dejar de fumar.,We have filled today as your quit date.,Мы пометили сегодня как Вашу дату прекращения.,Nun haben wir schon den heutigen Tag zum Aufhören festgelegt.,ok
pronto.data.p.2,"Caso você queira parar em outro dia, escolha no calendário. Enviaremos mensagens de e-mail para lembrá-lo.","En caso que usted quiera parar otro día, elija en el calendario. Enviaremos mensajes al correo electrónico para recordar.",But feel free to choose another date. We will send email messages to remind you of it.,Но Вы вполне можете выбрать любую другую дату. Мы пощлем Вам электронное письмо с напоминанием.,"Sollten Sie einen anderen Tag wählen wollen, wählen Sie ihn im Kalender. Wir werden Ihnen Emails zur Erinnerung schicken.",ok
pronto.data.p.3,"Se você optou por parar aos poucos, escolha a data que vai fumar seu último cigarro.","Si usted decidió dejar de fumar poco a poco, elija la fecha para fumar su último cigarrillo.","If you made the option for stopping slowly, your quit date should be the first day completely without cigarettes.","Если Вы выбрали прекращать медленно, то Вашей датой прекращения должен быть первый день, когда вы не будете курить вообще.","Wenn Sie sich entschlossen haben Schritt für Schritt aufzuhören, dann wählen Sie ein Datum für Ihre letzte Zigarette.",ok
pronto.data.p.4,Lembre-se que fumantes que decidem parar de uma vez têm mais sucesso em parar.,Recuerde que los fumadores que deciden dejar de fumar de inmediato tienen más éxito en parar.,Remember that smokers who decide to stop smoking at once are more likely to be successful.,"Помните, что курильщики, которые решили прекратить курить резко, имеют больше шансов преуспеть в этом.","Erinnern Sie sich daran, dass Raucher, die sofort aufhören, einen höheren Erfolg haben.",ok
pronto.data.escolherdata,Escolher data,Seleccionar fecha,Set a quit date,Установить дату прекращения,Wählen Sie ein Datum,ok
pronto.data.next.p,Escolher data,Seleccionar fecha,Set a quit date,Установить дату прекращения,Wählen Sie ein Datum,ok
###################################,,,,,,ok
# RELAPSE - INTRO,,,,,,ok
###################################,,,,,,ok
pronto.evitar.titlepage,Como evitar recaídas,Cómo evitar las recaídas,How do I avoid relapse?,Как мне избежать рецидива?,Wie vermeidet man Rückfälle?,ok
pronto.evitar.img.title,Saiba dizer não,Aprenda a decir no,Learn how to say no,Научитесь говорить НЕТ,Lernen Sie Nein zu sagen,ok
pronto.evitar.p.1,Você já tentou parar de fumar outras vezes?,¿Usted ya intentó parar de fumar otras veces?,Have you ever tried to stop smoking before?,Вы пытались бросить курить до этого?,Haben Sie schon einmal versucht mit dem Rauchen aufzuhören?,ok
